Region,Region_Name,CL_Category,CL,Percentage,Count
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),18,0.045065345,9
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),3,42.97941716,6327
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),6,17.34257184,2553
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),7,39.678011,5841
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),17,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),18,100,14721
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),18,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),21,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),26,100,14721
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),6,19.29216765,2840
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),7,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),8,23.68724951,3487
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),10,17.34257184,2553
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),12,39.678011,5841
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),3,100,50346
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),7,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),11,6.510944266,3278
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),13,14.45000596,7275
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),14,24.57394828,12372
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),15,9.919358042,4994
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),17,38.43999523,19353
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),18,6.105748222,3074
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),18,22.3513288,11253
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),21,33.10292774,16666
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),26,44.54574346,22427
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),5,41.75306876,21021
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),6,0.393278513,198
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),7,57.85365272,29127
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),12,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),3,99.95938562,54146
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),7,0.040614385,22
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),7,0.01107665,6
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),17,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),18,99.98892335,54162
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),12,0.01107665,6
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),18,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),21,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),26,99.98892335,54162
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),6,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),7,86.19295525,46689
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),10,13.76643036,7457
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),12,0.040614385,22
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),3,100,18590
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),7,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),14,13.34588488,2481
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),17,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),18,86.65411512,16109
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),15,0,0
