Abiotic,Region,Region_Name,COUNT,AREA_M2,AREA_Acres,AREA_HA,MIN,MAX,RANGE,MEAN,STD,Shape_Area M2
% Coarse Sand,Ecoregions Level 3,Eastern Great Lakes Lowlands,42807308,38526577200,9520109.8590060,3852657.72,3.37979,100,96.62021,82.443192,16.1455,40301910537.527400
% Coarse Sand,Ecoregions Level 3,Erie Drift Plain,34281140,30853026000,7623936.9897300,3085302.60,3.37979,100,96.62021,82.892889,13.50689,30959680375.094500
% Coarse Sand,Ecoregions Level 3,North Central Appalachians,29606219,26645597100,6584260.2713955,2664559.71,2.5,100,97.5,66.64664,11.556447,26727356832.030000
% Coarse Sand,Ecoregions Level 3,North Central Hardwood Forests,97336851,87603165900,21647180.3097195,8760316.59,0,100,100,86.274125,12.793235,88909527413.238700
% Coarse Sand,Ecoregions Level 3,Northeastern Coastal Zone,46204393,41583953700,10275602.8790385,4158395.37,14.951515,100,85.048485,77.071783,13.594261,42067270135.634400
% Coarse Sand,Ecoregions Level 3,Northern Allegheny Plateau,51353517,46218165300,11420739.7364565,4621816.53,20,100,80,69.539042,13.860649,46510281698.888000
% Coarse Sand,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,135296832,121767148800,30089271.3042240,12176714.88,0,100,100,78.156266,11.667409,124197483306.276000
% Coarse Sand,Ecoregions Level 3,Northern Lakes and Forests,208513121,187661808900,46372171.2882345,18766180.89,0,100,100,87.573281,11.229976,191883316525.475000
% Coarse Sand,Ecoregions Level 3,Northern Minnesota Wetlands,22718812,20446930800,5052538.8353340,2044693.08,38.224136,100,61.775864,95.169088,5.162469,22829037600.637000
% Coarse Sand,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,58819939,52937945100,13081230.9239355,5293794.51,45.338818,100,54.661182,89.790318,7.980853,53035141066.624500
% Coarse Sand,Forest Service Admin Areas,Allegheny National Forest,3299865,2969878500,733871.8267425,296987.85,38.432816,98.107071,59.674255,71.085353,8.744203,2998212079.749840
% Coarse Sand,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,8964502,8068051800,1993655.9400390,806805.18,0,100,100,83.778151,9.127596,8115684316.383020
% Coarse Sand,Forest Service Admin Areas,Chippewa National Forest,6275439,5647895100,1395623.1186855,564789.51,51.011513,100,48.988487,95.03355,4.313498,6477469656.434470
% Coarse Sand,Forest Service Admin Areas,Daniel Boone National Forest,9019811,8117829900,2005956.3574395,811782.99,31.52809,100,68.47191,80.857806,9.361576,8268286834.790360
% Coarse Sand,Forest Service Admin Areas,George Washington and Jefferson National Forest,15724830,14152347000,3497115.7054350,1415234.70,2.5,100,97.5,62.51337,17.961364,14152380131.178300
% Coarse Sand,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3839485,3455536500,853880.3468325,345553.65,2.5,100,97.5,75.964467,10.770327,3455616314.805460
% Coarse Sand,Forest Service Admin Areas,Hiawatha National Forest,5813849,5232464100,1292968.0414305,523246.41,38.05394,100,61.94606,95.137018,6.754298,5257791263.285730
% Coarse Sand,Forest Service Admin Areas,Hoosier National Forest,2867887,2581098300,637802.2954215,258109.83,44.065788,100,55.934212,86.145408,13.50609,2617898935.632780
% Coarse Sand,Forest Service Admin Areas,Huron-Manistee National Forest,9107239,8196515100,2025399.8637855,819651.51,51.759853,100,48.240147,92.75083,4.783526,8207866260.109320
% Coarse Sand,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,480203,432182700,106794.5060835,43218.27,41.22472,98.611511,57.386791,63.22042,12.159244,693184850.032161
% Coarse Sand,Forest Service Admin Areas,Midewin National Tallgrass Prairie,123951,111555900,27566.0206695,11155.59,32.052631,100,67.947369,91.222834,8.541899,111555877.560034
% Coarse Sand,Forest Service Admin Areas,Monongahela National Forest,7660639,6894575100,1703683.9800855,689457.51,2.5,100,97.5,61.508836,11.788625,6894554207.279570
% Coarse Sand,Forest Service Admin Areas,Ottawa National Forest,6956189,6260570100,1547018.1745605,626057.01,0,100,100,89.218533,7.988392,6324406706.442230
% Coarse Sand,Forest Service Admin Areas,Shawnee National Forest,4150633,3735569700,923077.9507185,373556.97,42.84729,100,57.15271,89.508635,14.137496,3763693518.254750
% Coarse Sand,Forest Service Admin Areas,Superior National Forest,16817914,15136122600,3740211.5750730,1513612.26,28.850985,100,71.149015,71.310865,12.585646,15733793671.581300
% Coarse Sand,Forest Service Admin Areas,Wayne National Forest,3849210,3464289000,856043.1333450,346428.90,35.554188,100,64.445812,78.330323,10.200871,3464759940.155300
% Coarse Sand,Forest Service Admin Areas,White Mountain National Forest,4238765,3814888500,942678.0227925,381488.85,26.266447,100,73.733553,71.19864,7.458255,3814865892.637300
% Coarse Sand,Forest Service Wilderness Areas,Allegheny Islands Wilderness,1678,1510200,373.1779710,151.02,60.226013,88.577278,28.351265,79.84387,7.649497,1504465.412977
% Coarse Sand,Forest Service Wilderness Areas,Bald Knob Wilderness,26220,23598000,5831.1837900,2359.80,56.231525,100,43.768475,76.804144,13.199101,23592594.596893
% Coarse Sand,Forest Service Wilderness Areas,Barbours Creek Wilderness,24782,22303800,5511.3804990,2230.38,44.834396,100,55.165604,70.576648,7.444928,22297938.505662
% Coarse Sand,Forest Service Wilderness Areas,Bay Creek Wilderness,12421,11178900,2762.3620845,1117.89,61.310345,100,38.689655,87.980678,12.286114,11170089.578802
% Coarse Sand,Forest Service Wilderness Areas,Beartown Wilderness,25246,22721400,5614.5715470,2272.14,41.543209,100,58.456791,67.405307,12.973822,22713553.219524
% Coarse Sand,Forest Service Wilderness Areas,Beaver Creek Wilderness,21819,19637100,4852.4255955,1963.71,70.806244,97.752808,26.946564,84.455137,2.797974,19644522.266469
% Coarse Sand,Forest Service Wilderness Areas,Big Branch Wilderness,30254,27228600,6728.3232030,2722.86,63.984867,83.548851,19.563984,74.208686,5.795176,27215287.546814
% Coarse Sand,Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,27.272728,86.352486,59.079758,52.621144,3.66297,20829020.825377
% Coarse Sand,Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,89.680084,100,10.319916,94.474852,3.085177,23181142.160588
% Coarse Sand,Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,0,98.355263,98.355263,82.42172,10.918142,23926981.998344
% Coarse Sand,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4596889,4137200100,1022322.8307105,413720.01,48.179802,99.87291,51.693108,63.246039,3.21961,4446640502.385940
% Coarse Sand,Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,43.007717,97.625,54.617283,79.402561,9.3689,101111910.561700
% Coarse Sand,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,2.5,100,97.5,75.438454,7.245244,15176924.560965
% Coarse Sand,Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,39.025974,92.693138,53.667164,53.266567,5.286122,15156386.407373
% Coarse Sand,Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,37.023811,84.181816,47.158005,39.690146,4.337791,19404389.446175
% Coarse Sand,Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,60.352455,100,39.647545,83.166551,13.331045,15134251.243920
% Coarse Sand,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,61.465153,78.898659,17.433506,70.480728,2.216391,45467081.802363
% Coarse Sand,Forest Service Wilderness Areas,Charles C. Deam Wilderness,56305,50674500,12521.9223225,5067.45,53.167885,100,46.832115,74.817559,15.954339,50737520.221437
% Coarse Sand,Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,56.231525,100,43.768475,77.109589,14.4194,19179631.258969
% Coarse Sand,Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,36.921349,99.154182,62.232834,84.770882,8.135158,50790844.685120
% Coarse Sand,Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,46.469696,97.476364,51.006668,56.706835,8.657196,193204860.120276
% Coarse Sand,Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,80.256752,100,19.743248,99.719173,1.989121,48368648.243970
% Coarse Sand,Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,48.076923,95,46.923077,67.02404,12.454545,71939581.033790
% Coarse Sand,Forest Service Wilderness Areas,Garden Mountain Wilderness,14980,13482000,3331.4696100,1348.20,33.023254,100,66.976746,66.940729,11.907221,13478363.484108
% Coarse Sand,Forest Service Wilderness Areas,Garden of the Gods Wilderness,17895,16105500,3979.7495775,1610.55,58.75,100,41.25,77.056095,14.778208,16097992.314646
% Coarse Sand,Forest Service Wilderness Areas,George D. Aiken Wilderness,21580,19422000,4799.2733100,1942.20,75.483231,82.714325,7.231094,81.286456,2.694968,19426544.842033
% Coarse Sand,Forest Service Wilderness Areas,Glastenbury Wilderness,100384,90345600,22324.8494880,9034.56,44.212715,94.312248,50.099533,79.574805,3.593009,90366341.070641
% Coarse Sand,Forest Service Wilderness Areas,Great Gulf Wilderness,25444,22899600,5658.6056580,2289.96,68.882805,81.369072,12.486267,75.303321,2.943984,22897419.548727
% Coarse Sand,Forest Service Wilderness Areas,Headwaters Wilderness,99376,89438400,22100.6758320,8943.84,43.629032,100,56.370968,86.894588,9.036642,89436658.829258
% Coarse Sand,Forest Service Wilderness Areas,Hickory Creek Wilderness,38824,34941600,8634.2440680,3494.16,55.674412,91.410172,35.73576,72.26008,12.458003,34936116.791550
% Coarse Sand,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,17461,15714900,3883.2303645,1571.49,69.471573,100,30.528427,96.624014,6.39539,15789811.313093
% Coarse Sand,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,38085,34276500,8469.8945325,3427.65,41.543209,100,58.456791,66.416924,11.063508,34279848.971497
% Coarse Sand,Forest Service Wilderness Areas,James River Face Wilderness,40050,36045000,8906.8997250,3604.50,41.136364,99.730568,58.594204,59.364225,16.303638,36044435.290978
% Coarse Sand,Forest Service Wilderness Areas,Joseph Battell Wilderness,55472,49924800,12336.6677040,4992.48,43.007717,94.459023,51.451305,79.365953,7.483617,49923838.816750
% Coarse Sand,Forest Service Wilderness Areas,Kimberling Creek Wilderness,26652,23986800,5927.2582140,2398.68,43.955608,100,56.044392,66.697936,9.695862,23989645.749636
% Coarse Sand,Forest Service Wilderness Areas,Laurel Fork North Wilderness,27205,24484500,6050.2423725,2448.45,27,92.611305,65.611305,68.119789,5.891022,24475882.546086
% Coarse Sand,Forest Service Wilderness Areas,Laurel Fork South Wilderness,26248,23623200,5837.4108360,2362.32,59.672619,87.5,27.827381,67.651094,5.585196,23632291.686621
% Coarse Sand,Forest Service Wilderness Areas,Lewis Fork Wilderness,27321,24588900,6076.0401345,2458.89,40.550724,84.287544,43.73682,61.885501,6.446184,24586190.516298
% Coarse Sand,Forest Service Wilderness Areas,Little Dry Run Wilderness,12849,11564100,2857.5469305,1156.41,37.254471,89.786125,52.531654,53.176206,18.692618,11559294.033495
% Coarse Sand,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,24553,22097700,5460.4521585,2209.77,26,95.436172,69.436172,63.985889,9.241558,22101228.581508
% Coarse Sand,Forest Service Wilderness Areas,Lusk Creek Wilderness,29843,26858700,6636.9190635,2685.87,61.310345,100,38.689655,84.313319,13.32898,26838325.364239
% Coarse Sand,Forest Service Wilderness Areas,Lye Brook Wilderness,81476,73328400,18119.8142820,7332.84,44.212715,97.299866,53.087151,78.847877,4.487688,73336837.294428
% Coarse Sand,Forest Service Wilderness Areas,Mackinac Wilderness,51402,46261800,11431.5220890,4626.18,56.496502,100,43.503498,97.897416,4.661916,46256561.106846
% Coarse Sand,Forest Service Wilderness Areas,McCormick Wilderness,77398,69658200,17212.8895110,6965.82,41.423645,100,58.576355,84.306279,9.538829,69671648.433768
% Coarse Sand,Forest Service Wilderness Areas,Mountain Lake Wilderness,74320,66888000,16528.3592400,6688.80,43.955608,100,56.044392,63.574432,11.927927,66872713.209213
% Coarse Sand,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,14649,13184100,3257.8570305,1318.41,91.052635,100,8.947365,93.773584,2.556245,13238039.846655
% Coarse Sand,Forest Service Wilderness Areas,Otter Creek Wilderness,93100,83790000,20704.9279500,8379.00,51.315693,92.611305,41.295612,65.215951,13.247397,83792094.357996
% Coarse Sand,Forest Service Wilderness Areas,Panther Den Wilderness,4447,4002300,988.9883415,400.23,62.172516,100,37.827484,88.318881,11.792577,3998641.286128
% Coarse Sand,Forest Service Wilderness Areas,Pemigewasset Wilderness,205965,185368500,45805.4831925,18536.85,47.428989,81.842888,34.413898,60.847651,11.824214,185382333.352366
% Coarse Sand,Forest Service Wilderness Areas,Peru Peak Wilderness,35189,31670100,7825.8400605,3167.01,53.196953,98.189392,44.992439,76.676119,5.548641,31664130.688052
% Coarse Sand,Forest Service Wilderness Areas,Peters Mountain Wilderness,20336,18302400,4522.6145520,1830.24,33.555557,100,66.444443,67.674489,10.816439,18296887.879617
% Coarse Sand,Forest Service Wilderness Areas,Porcupine Lake Wilderness,19370,17433000,4307.7814650,1743.30,71.21122,97.055054,25.843834,82.095919,7.286144,17434749.108024
% Coarse Sand,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,124115,111703500,27602.4933675,11170.35,63.491417,99.676361,36.184944,72.513192,4.906535,111711742.054301
% Coarse Sand,Forest Service Wilderness Areas,Priest Wilderness,26960,24264000,5995.7557200,2426.40,30.78125,83.516129,52.734879,41.391679,18.898633,24257114.863938
% Coarse Sand,Forest Service Wilderness Areas,Raccoon Branch Wilderness,19000,17100000,4225.4955000,1710.00,37.254471,100,62.745529,44.556983,16.728859,17099857.313983
% Coarse Sand,Forest Service Wilderness Areas,Rainbow Lake Wilderness,32257,29031300,7173.7793865,2903.13,74.213966,97.055054,22.841087,85.427744,4.387866,29043951.115976
% Coarse Sand,Forest Service Wilderness Areas,Ramseys Draft Wilderness,29569,26612100,6575.9829705,2661.21,44.47736,76.364677,31.887318,60.668504,1.938267,26614362.158183
% Coarse Sand,Forest Service Wilderness Areas,Rich Hole Wilderness,29369,26432100,6531.5040705,2643.21,40.738018,97.036285,56.298267,58.24312,9.644535,26433207.047714
% Coarse Sand,Forest Service Wilderness Areas,Roaring Plains West Wilderness,30542,27487800,6792.3728190,2748.78,2.5,88.06179,85.56179,60.751341,11.716602,27494485.828466
% Coarse Sand,Forest Service Wilderness Areas,Rock River Canyon Wilderness,23664,21297600,5262.7434480,2129.76,45.611889,100,54.388111,92.874897,10.988084,21288240.970846
% Coarse Sand,Forest Service Wilderness Areas,Rough Mountain Wilderness,41943,37748700,9327.8925135,3774.87,34.592106,100,65.407894,39.283187,4.207495,37743888.077174
% Coarse Sand,Forest Service Wilderness Areas,Round Island Wilderness,1654,1488600,367.8405030,148.86,38.617672,95.755875,57.138203,52.122705,16.479566,1516946.622236
% Coarse Sand,Forest Service Wilderness Areas,Saint Mary's Wilderness,44184,39765600,9826.2785880,3976.56,42.151161,83.427597,41.276436,61.138133,8.283905,39767109.579329
% Coarse Sand,Forest Service Wilderness Areas,Sandwich Range Wilderness,158754,142878600,35306.0164530,14287.86,63.491417,81.113045,17.621628,68.48289,3.799128,142861033.854105
% Coarse Sand,Forest Service Wilderness Areas,Shawvers Run Wilderness,26007,23406300,5783.8137615,2340.63,34.592106,100,65.407894,68.089928,8.761893,23405907.433414
% Coarse Sand,Forest Service Wilderness Areas,Spice Run Wilderness,27143,24428700,6036.4539135,2442.87,37.18182,97.925926,60.744106,51.16263,9.500576,24431262.091325
% Coarse Sand,Forest Service Wilderness Areas,Stone Mountain Wilderness,14713,13241700,3272.0902785,1324.17,46.196968,90.261772,44.064804,73.391802,6.821903,13245647.391149
% Coarse Sand,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,75403,67862700,16769.2124835,6786.27,64.039406,100,35.960594,98.247077,3.827715,67866940.146917
% Coarse Sand,Forest Service Wilderness Areas,Sylvania Wilderness,82983,74684700,18454.9627935,7468.47,0,100,100,88.877265,6.203749,74684759.065081
% Coarse Sand,Forest Service Wilderness Areas,Three Ridges Wilderness,20740,18666000,4612.4619300,1866.60,30.78125,91.751595,60.970345,43.315319,18.374601,18666108.433027
% Coarse Sand,Forest Service Wilderness Areas,Thunder Ridge Wilderness,10924,9831600,2429.4375180,983.16,59.888298,97.562843,37.674545,74.490664,9.773254,9823140.232682
% Coarse Sand,Forest Service Wilderness Areas,Whisker Lake Wilderness,33022,29719800,7343.9111790,2971.98,69.819077,97.103615,27.284538,83.143205,8.098769,29722828.749481
% Coarse Sand,Forest Service Wilderness Areas,Wild River Wilderness,108059,97253100,24031.7272755,9725.31,66.74453,76.651253,9.906723,75.15233,0.918456,97255552.687529
% Coarse Sand,States,Connecticut,14221256,12799130400,3162729.1174920,1279913.04,43.799179,100,56.200821,73.982289,8.947922,12894953453.341300
% Coarse Sand,States,Delaware,5686392,5117752800,1264622.3056440,511775.28,39.767765,100,60.232235,95.648591,6.424006,5309390666.975370
